"Source","Base_Skill","Skill_Term","City","radius","indeed_url","jobs_count"
"Indeed","Data Scientist","Big Data","Austin,TX","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Austin,TX&radius=50",145
"Indeed","Data Scientist","SAS","Austin,TX","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Austin,TX&radius=50",73
"Indeed","Data Scientist","MapReduce","Austin,TX","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Austin,TX&radius=50",14
"Indeed","Data Scientist","MongoDB","Austin,TX","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Austin,TX&radius=50",14
"Indeed","Data Scientist","NLP","Austin,TX","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Austin,TX&radius=50",17
"Indeed","Data Scientist","Predictive Analysis","Austin,TX","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Austin,TX&radius=50",35
"Indeed","Data Scientist","Data Mining","Austin,TX","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Austin,TX&radius=50",49
"Indeed","Data Scientist","Communication","Austin,TX","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Austin,TX&radius=50",175
"Indeed","Data Scientist","Neural network","Austin,TX","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Austin,TX&radius=50",17
"Indeed","Data Scientist","Tensorflow","Austin,TX","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Austin,TX&radius=50",21
"Indeed","Data Scientist","Hadoop","Columbus,OH","50","http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Columbus,OH&radius=50",18
"Indeed","Data Scientist","Hive","Columbus,OH","50","http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Columbus,OH&radius=50",2
"Indeed","Data Scientist","Python","Columbus,OH","50","http://www.indeed.com/jobs?q=Python+Data Scientist&l=Columbus,OH&radius=50",51
"Indeed","Data Scientist","R","Columbus,OH","50","http://www.indeed.com/jobs?q=R+Data Scientist&l=Columbus,OH&radius=50",36
"Indeed","Data Scientist","Machine Learning","Columbus,OH","50","http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Columbus,OH&radius=50",30
"Indeed","Data Scientist","Big Data","Columbus,OH","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Columbus,OH&radius=50",39
"Indeed","Data Scientist","SAS","Columbus,OH","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Columbus,OH&radius=50",36
"Indeed","Data Scientist","MapReduce","Columbus,OH","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Columbus,OH&radius=50",
"Indeed","Data Scientist","MongoDB","Columbus,OH","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Columbus,OH&radius=50",6
"Indeed","Data Scientist","NLP","Columbus,OH","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Columbus,OH&radius=50",
"Indeed","Data Scientist","Predictive Analysis","Columbus,OH","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Columbus,OH&radius=50",12
"Indeed","Data Scientist","Data Mining","Columbus,OH","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Columbus,OH&radius=50",8
"Indeed","Data Scientist","Communication","Columbus,OH","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Columbus,OH&radius=50",118
"Indeed","Data Scientist","Neural network","Columbus,OH","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Columbus,OH&radius=50",6
"Indeed","Data Scientist","Tensorflow","Columbus,OH","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Columbus,OH&radius=50",7
"Indeed","Data Scientist","Hadoop","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Fort Worth,TX&radius=50",76
"Indeed","Data Scientist","Hive","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Fort Worth,TX&radius=50",34
"Indeed","Data Scientist","Python","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Python+Data Scientist&l=Fort Worth,TX&radius=50",153
"Indeed","Data Scientist","R","Fort Worth,TX","50","http://www.indeed.com/jobs?q=R+Data Scientist&l=Fort Worth,TX&radius=50",103
"Indeed","Data Scientist","Machine Learning","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Fort Worth,TX&radius=50",147
"Indeed","Data Scientist","Big Data","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Fort Worth,TX&radius=50",184
"Indeed","Data Scientist","SAS","Fort Worth,TX","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Fort Worth,TX&radius=50",130
"Indeed","Data Scientist","MapReduce","Fort Worth,TX","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Fort Worth,TX&radius=50",8
"Indeed","Data Scientist","MongoDB","Fort Worth,TX","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Fort Worth,TX&radius=50",9
"Indeed","Data Scientist","NLP","Fort Worth,TX","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Fort Worth,TX&radius=50",15
"Indeed","Data Scientist","Predictive Analysis","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Fort Worth,TX&radius=50",57
"Indeed","Data Scientist","Data Mining","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Fort Worth,TX&radius=50",64
"Indeed","Data Scientist","Communication","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Fort Worth,TX&radius=50",262
"Indeed","Data Scientist","Neural network","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Fort Worth,TX&radius=50",22
"Indeed","Data Scientist","Tensorflow","Fort Worth,TX","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Fort Worth,TX&radius=50",24
"Indeed","Data Scientist","Hadoop","Charlotte,NC","50","http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Charlotte,NC&radius=50",50
"Indeed","Data Scientist","Hive","Charlotte,NC","50","http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Charlotte,NC&radius=50",25
"Indeed","Data Scientist","Python","Charlotte,NC","50","http://www.indeed.com/jobs?q=Python+Data Scientist&l=Charlotte,NC&radius=50",107
"Indeed","Data Scientist","R","Charlotte,NC","50","http://www.indeed.com/jobs?q=R+Data Scientist&l=Charlotte,NC&radius=50",75
"Indeed","Data Scientist","Machine Learning","Charlotte,NC","50","http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Charlotte,NC&radius=50",80
"Indeed","Data Scientist","Big Data","Charlotte,NC","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Charlotte,NC&radius=50",101
"Indeed","Data Scientist","SAS","Charlotte,NC","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Charlotte,NC&radius=50",110
"Indeed","Data Scientist","MapReduce","Charlotte,NC","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Charlotte,NC&radius=50",6
"Indeed","Data Scientist","MongoDB","Charlotte,NC","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Charlotte,NC&radius=50",2
"Indeed","Data Scientist","NLP","Charlotte,NC","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Charlotte,NC&radius=50",23
"Indeed","Data Scientist","Predictive Analysis","Charlotte,NC","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Charlotte,NC&radius=50",33
"Indeed","Data Scientist","Data Mining","Charlotte,NC","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Charlotte,NC&radius=50",37
"Indeed","Data Scientist","Communication","Charlotte,NC","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Charlotte,NC&radius=50",127
"Indeed","Data Scientist","Neural network","Charlotte,NC","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Charlotte,NC&radius=50",13
"Indeed","Data Scientist","Tensorflow","Charlotte,NC","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Charlotte,NC&radius=50",11
"Indeed","Data Scientist","Hadoop","Memphis,TN","50","http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Memphis,TN&radius=50",3
"Indeed","Data Scientist","Hive","Memphis,TN","50","http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","Python","Memphis,TN","50","http://www.indeed.com/jobs?q=Python+Data Scientist&l=Memphis,TN&radius=50",12
"Indeed","Data Scientist","R","Memphis,TN","50","http://www.indeed.com/jobs?q=R+Data Scientist&l=Memphis,TN&radius=50",11
"Indeed","Data Scientist","Machine Learning","Memphis,TN","50","http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Memphis,TN&radius=50",7
"Indeed","Data Scientist","Big Data","Memphis,TN","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Memphis,TN&radius=50",12
"Indeed","Data Scientist","SAS","Memphis,TN","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Memphis,TN&radius=50",14
"Indeed","Data Scientist","MapReduce","Memphis,TN","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","MongoDB","Memphis,TN","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","NLP","Memphis,TN","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","Predictive Analysis","Memphis,TN","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Memphis,TN&radius=50",7
"Indeed","Data Scientist","Data Mining","Memphis,TN","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Memphis,TN&radius=50",5
"Indeed","Data Scientist","Communication","Memphis,TN","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Memphis,TN&radius=50",16
"Indeed","Data Scientist","Neural network","Memphis,TN","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","Tensorflow","Memphis,TN","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Memphis,TN&radius=50",
"Indeed","Data Scientist","Hadoop","Baltimore,MD","50","http://www.indeed.com/jobs?q=Hadoop+Data Scientist&l=Baltimore,MD&radius=50",387
"Indeed","Data Scientist","Hive","Baltimore,MD","50","http://www.indeed.com/jobs?q=Hive+Data Scientist&l=Baltimore,MD&radius=50",121
"Indeed","Data Scientist","Python","Baltimore,MD","50","http://www.indeed.com/jobs?q=Python+Data Scientist&l=Baltimore,MD&radius=50",941
"Indeed","Data Scientist","R","Baltimore,MD","50","http://www.indeed.com/jobs?q=R+Data Scientist&l=Baltimore,MD&radius=50",529
"Indeed","Data Scientist","Machine Learning","Baltimore,MD","50","http://www.indeed.com/jobs?q=Machine Learning+Data Scientist&l=Baltimore,MD&radius=50",711
"Indeed","Data Scientist","Big Data","Baltimore,MD","50","http://www.indeed.com/jobs?q=Big Data+Data Scientist&l=Baltimore,MD&radius=50",951
"Indeed","Data Scientist","SAS","Baltimore,MD","50","http://www.indeed.com/jobs?q=SAS+Data Scientist&l=Baltimore,MD&radius=50",791
"Indeed","Data Scientist","MapReduce","Baltimore,MD","50","http://www.indeed.com/jobs?q=MapReduce+Data Scientist&l=Baltimore,MD&radius=50",99
"Indeed","Data Scientist","MongoDB","Baltimore,MD","50","http://www.indeed.com/jobs?q=MongoDB+Data Scientist&l=Baltimore,MD&radius=50",90
"Indeed","Data Scientist","NLP","Baltimore,MD","50","http://www.indeed.com/jobs?q=NLP+Data Scientist&l=Baltimore,MD&radius=50",84
"Indeed","Data Scientist","Predictive Analysis","Baltimore,MD","50","http://www.indeed.com/jobs?q=Predictive Analysis+Data Scientist&l=Baltimore,MD&radius=50",280
"Indeed","Data Scientist","Data Mining","Baltimore,MD","50","http://www.indeed.com/jobs?q=Data Mining+Data Scientist&l=Baltimore,MD&radius=50",310
"Indeed","Data Scientist","Communication","Baltimore,MD","50","http://www.indeed.com/jobs?q=Communication+Data Scientist&l=Baltimore,MD&radius=50",1534
"Indeed","Data Scientist","Neural network","Baltimore,MD","50","http://www.indeed.com/jobs?q=Neural network+Data Scientist&l=Baltimore,MD&radius=50",81
"Indeed","Data Scientist","Tensorflow","Baltimore,MD","50","http://www.indeed.com/jobs?q=Tensorflow+Data Scientist&l=Baltimore,MD&radius=50",97
